"","numbers","contents","categories","dates","peoples"
"3884","441071","불법사이트 단속과 저작권법을 강화해주세요!!! (8)","문화/예술/체육/언론","2020-04-08","19,614"
"3885","441070","마스크를 동사무소에서 각세대별로 지급해주심 안되나요?","보건복지","2020-04-08","471"
"3886","441069","공적마스크판매처 동 주민센터로 일원화해주세요.","보건복지","2020-04-08","503"
"3887","441068","마스크 대리 구매를 호적상 가족끼리 가능하게해주세요","보건복지","2020-04-08","254"
"3888","441067","저희 학교를 비롯하여 코로나19사태 종식 이후 전국 모든 학교의 수학여행을 추진해주세요.","육아/교육","2020-04-08","523"
"3889","441066","공공체육 시설 폐쇄에 따른 생활체육 강사의 생존권을 보장해 주세요","기타","2020-04-08","1,501"
"3890","441065","전국 교습학원 경영의 어려움을 호소합니다.","육아/교육","2020-04-08","9,120"
"3891","441064","덴탈마스크(일반 부직포 마스크)의 생산 확대와 공적 공급 (우체국,하나로마트,공영홈쇼핑)을 제안  합니다.","행정","2020-04-08","291"
"3892","441063","마스크 공급을 동사무소를 통해서 통반장에게 전달, 통반장이 주민에게 전달하면 됩니다","보건복지","2020-04-08","532"
"3893","441062","마스크 관리의 정책 전환이 시급합니다.","보건복지","2020-04-08","131"
"3894","441061","소상공인에게 직접 임대료 지원 해주세요.","경제민주화","2020-04-08","302"
"3895","441060","학원.교습소 지원","육아/교육","2020-04-08","336"
"3896","441059","한 병사의 참사를 밝혀달라는 민원에 은폐와 조작으로 답하는 군대, 이게 나라입니까?","인권/성평등","2020-04-08","319"
"3897","441058","코로나 바이러스로 몰린 전 국민 생계대책을 마련하여 주십시요","기타","2020-04-08","206"
"3898","441057","코로나 백신 개발 패스트트랙 지정해주세요","보건복지","2020-04-08","134"
"3899","441056","대학생, 대학원생의 코로나로 인한 인터넷강의대체에 따른 등록금 일부 환불, 인하를 요청합니다.","육아/교육","2020-04-08","12,401"
"3900","441055","유<U+2027>초<U+2027>중<U+2027>고 개학연기에 따른 전국적인 학사일정 조정을 부탁드립니다.","육아/교육","2020-04-08","774"
"3901","441054","대법원장은 조속히 자료를 제출하라","정치개혁","2020-04-08","411"
"3902","441053","자영업자들은 빚더미에 올라앉게 생겼습니다","경제민주화","2020-04-08","644"
"3903","441052","지방직 시험을 연기해 주십시오","일자리","2020-04-08","595"
"3904","441051","신천지로 인한 경우에 한하여, 코로나19 확산방지 대책과 병상확보 방안 제시","안전/환경","2020-04-08","138"
"3905","441050","초등 돌봄교실에 대한 전면적인 휴교를 요구합니다.","육아/교육","2020-04-08","1,881"
"3906","441049","코로나19 소상공인 지원","보건복지","2020-04-08","234"
"3907","441048","헌법위에 굴림하는 국민연금공단","보건복지","2020-04-08","149"
"3908","441047","어린 자녀들의 마스크는 부모나 법적 대리인도 구매 가능하게 해주세요~!","행정","2020-04-05","1,358"
"3909","441046","국가재난시 마스크등 생필품의 원할하고 공정한 배분을  위해 휴대폰을 통한 생필품 바우처 공급 제도를 시행해주십시오.","보건복지","2020-04-05","427"
"3910","441045","‘코로나19’로 힘든 요양보호사들을 도와주세요!","보건복지","2020-04-05","971"
"3911","441044","신천지를 강제 수사하지 않는 윤석열 검찰총장을 즉각 해임시켜 주세요.","정치개혁","2020-04-05","17,546"
"3912","441043","칠곡군에서 집회 행정명령 해제조치를내렸습니다","안전/환경","2020-04-05","1,291"
"3913","441042","“여기가 어딘데 당신이 와“ = 맏며느리가 시아버지께 하는 말","저출산/고령화대책","2020-04-05","795"
"3914","441041","코로나19보다 더 무서운 고사병","행정","2020-04-05","218"
"3915","441040","뇌전증환자 사회적 낙인으로 인하여 더 이상 차별과 편견을 받지 않도록 ""뇌전증지원법"" 의 제정을 촉구합니다","보건복지","2020-04-05","32,800"
"3916","441039","경산시 집회금지명령 철회를 반대합니다","보건복지","2020-04-05","2,087"
"3917","441038","학생 교복을 편한 후두티나 맨투맨으로 바꾸어 주세요","기타","2020-04-05","677"
"3918","441037","전기기사 시험 연기해주세요!!","보건복지","2020-04-05","190"
"3919","441036","7세미만 아동이 아니라 18세 이상 어른에게 상품권을 지급해주세요","보건복지","2020-04-05","723"
"3920","441035","초등돌봄교실이 안정적으로 운영 될 수 있게 초등보육전담사의 8시간 근무를 보장해주세요!","육아/교육","2020-04-05","4,451"
"3921","441034","대규모 폐쇄 등기부 조작 발견.","행정","2020-04-05","380"
"3922","441033","대구 자영업자들에게 대출규제 예외적용 해주세요","교통/건축/국토","2020-04-05","291"
"3923","441032","마스크5부제?? 합법적인 마스크 폭리??","보건복지","2020-04-05","887"
"3924","441031","현직 약사입니다. 5부제 마스크 제도 개선 요청합니다.","보건복지","2020-04-05","3,057"
"3925","441030","개성공단에서 코로나19 방역용품 생산하자!","외교/통일/국방","2020-04-05","2,602"
"3926","441029","마스크에도 햇볕 정책이 필요합니다.","보건복지","2020-04-05","257"
"3927","441028","한주만이라도..잠시 마스크구입 멈춤을 제안합니다.","보건복지","2020-04-05","331"
"3928","441027","법무부는 불법체류자 재입국 기회 주는 제도 폐지해 주세요","외교/통일/국방","2020-04-05","6,678"
"3929","441026","코로나19 피해를위한 서민 지원대출이 서민을 두번울린다.","미래","2020-04-05","454"
"3930","441025","대한민국 정부와 대구시에 강력히 요청합니다","보건복지","2020-04-05","372"
"3931","441024","대리기사들 긴급생계자금  지원","보건복지","2020-04-05","366"
"3932","441023","가짜뉴스 근거없는 기사를 막는 법을 만들어 주세요.","문화/예술/체육/언론","2020-04-05","2,778"
"3933","441022","가짜뉴스를 엄중히 처벌해주세요","문화/예술/체육/언론","2020-04-05","2,523"
"3934","441021","이상한 대기업 ***의 (전유부분 공유부분 관리비) 셈법 신고","경제민주화","2020-04-05","270"
"3935","441020","시흥시 장현지구 군자봉 송전탑 지중화요청드립니다","안전/환경","2020-04-05","863"
"3936","441019","코로나19 방역장비(마스크 등)의 개성공단 생산 제안","보건복지","2020-04-05","12,878"
"3937","441018","육아기 단축근무 제도를 막는 회사를 고발합니다. (주)****","육아/교육","2020-04-05","184"
"3938","441017","농기계부가세환급 도와주세요.","농산어촌","2020-04-05","200"
"3939","441016","세상에 이런일이! 너무나 억울합니다. 재심을 하게 도와주세요~국민여러분!","인권/성평등","2020-04-05","430"
"3940","441015","**맨션 입주자를 도와주세요","교통/건축/국토","2020-04-05","131"
"3941","441014","대구, 경북을 '특별관리지역'이 아닌,  <특별재난지역>으로 지정해 주십시오!","보건복지","2020-04-05","2,646"
"3942","441013","마스크 동사무소를 통해 무료공급요청건","안전/환경","2020-04-05","944"
"3943","441012","코로나19사태 극복을 위해서라도 간호를 요양급여에 포함시켜주세요","보건복지","2020-04-05","903"
"3944","441011","마스크  공급방법","안전/환경","2020-04-05","187"
"3945","441010","외국으로 나가야 하는 우리 한국유학생들에게도 상대국의 정확한 정보와 함께 대책을 마련해주세요!","안전/환경","2020-04-05","202"
"3946","441009","마스크 가격 상한제  및 해외 반출 금지 제안(KF94 기준 1,000원)","안전/환경","2020-04-05","488"
"3947","441008","코로나 19! 추경 민생종합대책에서 소외된, 보건복지부 발달재활바우처, 교육청바우처, 지역사회바우처 제공인력들의 생계대책을 세워주세요.","일자리","2020-04-05","11,812"
"3948","441007","코로나 아동수당","보건복지","2020-04-05","1,044"
"3949","441006","어린이집교사애들의 보육은 누가하나요?긴급보육필요한 엄마들만 아이들을 맡길수 있게 해수세요","육아/교육","2020-04-05","546"
"3950","441005","이제는 베풀어 주세요!","보건복지","2020-04-05","371"
"3951","441004","긴급국가재난 소상공인 임대인 특별법 만들어주세요!","경제민주화","2020-04-05","296"
"3952","441003","7세이상 학부모들 동참해요..","육아/교육","2020-04-05","1,517"
"3953","441002","제주도 한달살이 코로나 기간 동안 금지시켜주세요.","보건복지","2020-04-05","1,118"
"3954","441001","마스크 5부제 미성년자 마스크는 법정대리인이 구매할 수 있게 해주세요.","보건복지","2020-04-05","853"
"3955","441000","신천지 코로나확산으로 피해입는 경북, 대구 시민들에게 지원금을 강력히 요청합니다.","행정","2020-04-05","1,030"
"3956","440999","만 13세 미만의 어린이들의 마스크만이라도 부모가 대리 구매할수있게해주세요","보건복지","2020-04-05","972"
"3957","440998","전국어린이집 휴원/ 보육교직원 당직교사 배치?","육아/교육","2020-04-05","504"
"3958","440997","경북구호물품추가요청해요","기타","2020-04-05","195"
"3959","440996","코로나19 <감염자 1만명 추정> 일본인 입국 금지 청와대 청원","외교/통일/국방","2020-04-05","664"
"3960","440995","권영진 시장님 힘내십시오","정치개혁","2020-04-05","1,869"
"3961","440994","단역배우두분 자살사건 재조사","인권/성평등","2020-04-05","54,714"
"3962","440993","천안 줌바댄스 강사의 남편입니다","보건복지","2020-04-05","7,079"
"3963","440992","국민의당 안철수 대표를 비상대책위원장으로 임명 해 주십시오","기타","2020-04-05","1,102"
"3964","440991","골든타임이 지났지만 그래도 중국인 입국금지는 필요합니다.  자국민을 보호해주세요","보건복지","2020-04-05","1,188"
"3965","440990","유튜브채널 노** 채널 삭제 요청","기타","2020-04-05","349"
"3966","440989","*** ***** 서울시민 건강을 위협하는 박원순 서울시장 탄핵 요청합니다.","정치개혁","2020-04-04","4,747"
"3967","440988","박남춘 인천시장의 파면을 청원합니다.","정치개혁","2020-04-04","1,171"
"3968","440987","대통령님 억울합니다.","인권/성평등","2020-04-04","9,344"
"3969","440986","신천지는 이**는 신도들에게 생활치료센터를 제공하라!!!","보건복지","2020-04-04","618"
"3970","440985","코로나19 확산방지를 위해 만민중앙교회 집회금지 명령을 내려주십시오","기타","2020-04-04","1,072"
"3971","440984","***의 사회적 약자에 대한 횡포를 바로 잡아 주세요","일자리","2020-04-04","300"
"3972","440983","광저우지방정부 한국인 지정격리 해제 요청","외교/통일/국방","2020-04-04","1,299"
"3973","440982","차이나게이트 검찰수사 철저하게 해주세요","외교/통일/국방","2020-04-04","2,391"
"3974","440981","코로나 19  먹는 백신 만들었습니다.","보건복지","2020-04-04","805"
"3975","440980","대한의사협회의 의료농단의 중단과 대한의사협회장 최**의 퇴진을 촉구한다","보건복지","2020-04-04","3,520"
"3976","440979","의사협회 집행부들의 아집이 선을 넘었습니다.","보건복지","2020-04-04","84,320"
"3977","440978","재난선포된 대구 경북 방문교사들에게 최저 생계비 지원 부탁드립니다.","일자리","2020-04-04","2,804"
"3978","440977","코로나-19 위기 극복을 위하여 한의계의 참여를 청원합니다.","보건복지","2020-04-04","7,476"
